Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
299,Jonah Gadjovich,23,SJS,LW,43,1,2,3,-9,74,-0.4,1,0,0,0,2,0,0,36,2.8,377,8:45,14,104,1,2,33.3,gadjojo01
300,Sam Gagner,32,DET,C,81,13,18,31,-4,32,2.4,12,0,1,0,17,1,0,132,9.8,1103,13:37,25,21,142,162,46.7,gagnesa01
301,Alex Galchenyuk,27,ARI,C,60,6,15,21,-11,32,0.9,6,0,0,0,14,1,0,89,6.7,789,13:09,24,67,214,195,52.3,galchal01
302,Brendan Gallagher,29,MTL,RW,56,7,17,24,-7,69,1.4,2,5,0,0,15,2,0,142,4.9,841,15:01,29,54,13,22,37.1,gallabr01
303,Jakub Galvas,22,CHI,D,6,0,0,0,0,0,0.1,0,0,0,0,0,0,0,8,0.0,109,18:10,9,2,0,0,,galvaja01
304,Dylan Gambrell,25,OTT,C,63,3,4,7,2,12,0.0,2,0,1,0,4,0,0,58,5.2,765,12:08,39,103,295,309,48.8,gambrdy01
305,Rhett Gardner,25,DAL,C,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,32,8:06,1,5,5,6,45.5,gardnrh01
306,Conor Garland,25,VAN,RW,77,19,33,52,18,36,5.6,18,1,0,3,31,2,0,203,9.4,1263,16:24,22,52,5,5,50.0,garlaco01
307,Adam Gaudette,25,TOT,C,58,5,9,14,-9,17,0.6,3,2,0,1,9,0,0,94,5.3,657,11:19,10,72,56,71,44.1,gaudead01
307,Adam Gaudette,25,OTT,C,50,4,8,12,-6,13,0.5,3,1,0,1,8,0,0,84,4.8,572,11:27,9,63,54,68,44.3,gaudead01
307,Adam Gaudette,25,CHI,C,8,1,1,2,-3,4,0.1,0,1,0,0,1,0,0,10,10.0,84,10:31,1,9,2,3,40.0,gaudead01
308,Frederick Gaudreau,28,MIN,C,76,14,30,44,12,8,3.4,13,1,0,4,26,2,2,132,10.6,1240,16:19,43,48,461,461,50.0,gaudrfr01
309,Johnny Gaudreau,28,CGY,LW,82,40,75,115,64,26,14.7,34,6,0,9,56,19,0,262,15.3,1523,18:34,9,10,1,0,100.0,gaudrjo01
310,Brendan Gaunce,27,CBJ,C,30,5,2,7,2,12,0.8,5,0,0,0,2,0,0,44,11.4,243,8:06,9,42,66,60,52.4,gauncbr01
311,Frederik Gauthier,26,NJD,C,8,0,0,0,-1,0,-0.2,0,0,0,0,0,0,0,4,0.0,89,11:06,3,16,33,42,44.0,gauthfr01
312,Julien Gauthier,24,NYR,RW,49,3,4,7,-9,8,-0.1,3,0,0,1,4,0,0,69,4.3,505,10:18,14,98,1,2,33.3,gauthju01
313,Vladislav Gavrikov,26,CBJ,D,80,5,28,33,-3,68,4.6,5,0,0,1,27,0,1,108,4.6,1783,22:17,138,124,0,0,,gavrivl01
314,Glenn Gawdin,24,CGY,C,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,3,0.0,18,9:15,1,1,3,8,27.3,gawdigl01
315,Morgan Geekie,23,SEA,C,73,7,15,22,-16,18,0.9,7,0,0,0,11,4,0,97,7.2,920,12:36,23,55,351,318,52.5,geekimo01
316,Mason Geertsen,26,NJD,D,25,0,0,0,-6,77,-0.3,0,0,0,0,0,0,0,12,0.0,174,6:57,7,58,0,0,,geertma01
317,Timothy Gettinger,23,NYR,LW,8,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,3,0.0,76,9:28,5,15,2,2,50.0,gettiti01
318,Ryan Getzlaf,36,ANA,C,56,3,34,37,-14,29,1.8,1,2,0,1,25,9,0,104,2.9,1062,18:57,56,89,546,479,53.3,getzlry01
319,Mark Giordano,38,TOT,D,75,8,27,35,-9,57,4.9,6,0,2,1,15,12,0,151,5.3,1566,20:53,139,75,0,0,,giordma01
319,Mark Giordano,38,SEA,D,55,6,17,23,-21,47,2.5,4,0,2,0,9,8,0,123,4.9,1182,21:29,98,46,0,0,,giordma01
319,Mark Giordano,38,TOR,D,20,2,10,12,12,10,2.4,2,0,0,1,6,4,0,28,7.1,384,19:12,41,29,0,0,,giordma01
320,Samuel Girard,23,COL,D,67,5,23,28,-4,20,3.5,5,0,0,1,16,7,0,79,6.3,1450,21:39,90,65,0,0,,girarsa01
321,Zemgus Girgensons,28,BUF,C,56,10,8,18,-7,27,1.3,7,3,0,1,7,1,0,92,10.9,828,14:47,25,81,143,144,49.8,girgeze01
322,Claude Giroux,34,TOT,C,75,21,44,65,-5,26,5.9,16,5,0,0,26,18,0,205,10.2,1430,19:04,16,68,733,483,60.3,giroucl01
322,Claude Giroux,34,PHI,C,57,18,24,42,-12,20,3.8,15,3,0,0,15,9,0,154,11.7,1096,19:14,15,48,587,377,60.9,giroucl01
322,Claude Giroux,34,FLA,C,18,3,20,23,7,6,2.0,1,2,0,0,11,9,0,51,5.9,334,18:34,1,20,146,106,57.9,giroucl01
323,Cody Glass,22,NSH,C,8,0,1,1,0,0,-0.1,0,0,0,0,1,0,0,9,0.0,91,11:25,4,13,20,37,35.1,glassco01
324,Luke Glendening,32,DAL,C,82,9,7,16,-17,15,0.1,9,0,0,1,5,0,2,116,7.8,1157,14:07,59,179,425,299,58.7,glendlu01
325,Alex Goligoski,36,MIN,D,72,2,28,30,41,34,6.1,2,0,0,0,24,4,0,80,2.5,1363,18:56,96,56,0,0,,goligal01
326,Barclay Goodrow,28,NYR,RW,79,13,20,33,13,69,2.9,12,0,1,2,17,0,3,116,11.2,1320,16:43,54,130,366,375,49.4,goodrba01
327,Shayne Gostisbehere,28,ARI,D,82,14,37,51,-23,26,6.6,12,2,0,2,20,17,0,151,9.3,1820,22:11,115,60,0,0,,gostish01
328,Yanni Gourde,30,SEA,C,74,21,27,48,-13,45,4.2,17,3,1,3,20,4,3,127,16.5,1368,18:29,31,77,444,453,49.5,gourdya01
329,Mikael Granlund,29,NSH,C,80,11,53,64,-9,33,4.1,8,3,0,3,28,25,0,117,9.4,1633,20:25,45,92,569,637,47.2,granlmi01
330,Derek Grant,31,ANA,C,71,15,14,29,-16,27,2.2,12,2,1,1,13,0,1,117,12.8,1016,14:19,49,69,204,216,48.6,grantde01
331,Ryan Graves,26,NJD,D,75,6,22,28,-9,24,4.1,6,0,0,0,22,0,0,111,5.4,1554,20:43,135,90,0,0,,gravery01
332,Anthony Greco,28,NYR,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,10,9:44,1,1,0,0,,grecoan01
333,Andy Greene,39,NYI,D,69,2,8,10,-13,10,1.8,2,0,0,0,8,0,0,52,3.8,1201,17:25,126,39,0,0,,greenan01
334,Jordan Greenway,24,MIN,LW,62,10,17,27,26,69,2.6,9,1,0,3,16,1,0,110,9.1,903,14:34,31,155,18,31,36.7,greenjo02
335,A.J. Greer,25,NJD,LW,9,1,1,2,0,2,0.2,1,0,0,0,1,0,0,14,7.1,71,7:51,3,20,2,1,66.7,greeraj01
336,Noah Gregor,23,SJS,C,63,8,15,23,-21,25,1.0,8,0,0,1,12,3,0,156,5.1,941,14:56,49,118,12,23,34.3,gregono01
337,Seth Griffith,29,EDM,C,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,,6,5:37,0,1,0,0,,griffse01
338,Rocco Grimaldi,28,NSH,C,7,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,8,0.0,77,10:56,0,5,6,3,66.7,grimaro01
339,Jordan Gross,26,COL,D,1,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,,8,8:19,0,1,0,0,,grossjo01
340,Benoit-Olivier Groulx,21,ANA,C,18,1,2,3,0,2,0.1,1,0,0,0,2,0,0,17,5.9,198,11:00,6,19,38,45,45.8,groulbe01
341,Carl Grundstrom,24,LAK,RW,54,9,6,15,4,26,1.6,9,0,0,1,6,0,0,83,10.8,588,10:53,19,134,6,13,31.6,grundca01
342,Matt Grzelcyk,28,BOS,D,73,4,20,24,22,24,5.8,4,0,0,2,15,5,0,118,3.4,1367,18:44,83,40,0,0,,grzelma01
343,Radko Gudas,31,FLA,D,77,3,13,16,27,105,3.6,2,0,1,0,13,0,0,100,3.0,1387,18:01,118,355,0,0,,gudasra01
344,Erik Gudbranson,30,CGY,D,78,6,11,17,15,68,4.2,6,0,0,0,11,0,0,129,4.7,1415,18:08,92,145,0,0,,gudbrer01
345,Jake Guentzel,27,PIT,C,76,40,44,84,13,44,9.7,33,7,0,7,29,15,0,264,15.2,1527,20:06,38,72,13,12,52.0,guentja01
346,Brendan Guhle,24,ANA,D,6,0,0,0,0,0,0.1,0,0,0,0,0,0,0,6,0.0,88,14:40,4,11,0,0,,guhlebr01
347,Denis Gurianov,24,DAL,RW,73,11,20,31,2,16,2.6,7,4,0,2,17,3,0,144,7.6,1036,14:11,32,67,0,0,,guriade01
348,David Gustafsson,21,WPG,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,5,2:28,0,0,0,4,0.0,gustada01
349,Erik Gustafsson,29,CHI,D,59,3,15,18,-4,14,3.0,3,0,0,0,11,4,0,79,3.8,957,16:13,55,45,0,0,,gustaer02
350,Brandon Hagel,23,TOT,LW,77,25,19,44,-18,31,4.0,20,4,1,3,15,2,2,125,20.0,1259,16:21,32,63,24,33,42.1,hagelbr01
350,Brandon Hagel,23,CHI,LW,55,21,16,37,-14,23,3.7,17,4,0,3,13,2,1,94,22.3,961,17:28,25,42,12,19,38.7,hagelbr01
350,Brandon Hagel,23,TBL,LW,22,4,3,7,-4,8,0.4,3,0,1,0,2,0,1,31,12.9,299,13:35,7,21,12,14,46.2,hagelbr01
351,Carl Hagelin,33,WSH,LW,53,3,11,14,10,20,0.8,3,0,0,1,10,0,1,71,4.2,755,14:14,12,32,4,10,28.6,hagelca01
352,Robert Hagg,26,TOT,D,64,1,8,9,-9,35,1.2,1,0,0,0,8,0,0,59,1.7,1025,16:01,102,138,0,0,,haggro01
352,Robert Hagg,26,BUF,D,48,1,7,8,-9,25,1.2,1,0,0,0,7,0,0,45,2.2,817,17:01,91,97,0,0,,haggro01
352,Robert Hagg,26,FLA,D,16,0,1,1,0,10,0.1,0,0,0,0,1,0,0,14,0.0,209,13:03,11,41,0,0,,haggro01
353,Nicolas Hague,23,VEG,D,52,4,10,14,6,38,2.9,4,0,0,0,10,0,0,116,3.4,970,18:40,80,57,0,0,,hagueni01
354,Libor Hajek,23,NYR,D,17,0,1,1,-10,8,-0.3,0,0,0,0,1,0,0,12,0.0,223,13:08,26,7,0,0,,hajekli01
355,Jani Hakanpaa,29,DAL,D,80,4,8,12,1,43,3.5,4,0,0,0,7,0,1,68,5.9,1297,16:13,112,248,0,0,,hakanja01
356,Jayden Halbgewachs,24,SJS,F,3,0,1,1,1,4,0.1,0,0,0,0,1,0,0,7,0.0,39,13:06,0,3,0,0,,halbgja01
357,Taylor Hall,30,BOS,LW,81,20,41,61,11,42,6.2,13,7,0,3,33,8,0,217,9.2,1329,16:25,36,55,18,21,46.2,hallta02
358,Filip Hallander,21,PIT,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,5:52,0,0,0,0,,hallafi01
359,Dougie Hamilton,28,NJD,D,62,9,21,30,-19,34,3.6,7,2,0,1,15,6,0,197,4.6,1316,21:13,92,87,0,0,,hamildo01
360,Travis Hamonic,31,TOT,D,43,4,6,10,6,14,2.7,4,0,0,0,6,0,0,82,4.9,810,18:51,93,73,0,0,,hamontr01
360,Travis Hamonic,31,VAN,D,24,3,4,7,1,6,1.5,3,0,0,0,4,0,0,51,5.9,441,18:22,55,30,0,0,,hamontr01
360,Travis Hamonic,31,OTT,D,19,1,2,3,5,8,1.2,1,0,0,0,2,0,0,31,3.2,369,19:27,38,43,0,0,,hamontr01
361,Noah Hanifin,25,CGY,D,81,10,38,48,27,19,8.7,9,1,0,1,25,12,1,189,5.3,1726,21:18,84,63,0,0,,hanifno01
362,Joel Hanley,30,DAL,D,44,2,4,6,-13,4,0.6,2,0,0,0,4,0,0,18,11.1,525,11:56,43,60,0,0,,hanlejo01
363,Mike Hardman,22,CHI,RW,21,0,2,2,-6,11,-0.3,0,0,0,0,2,0,0,12,0.0,195,9:18,12,60,1,1,50.0,hardmmi01
364,Jansen Harkins,24,WPG,C,77,7,6,13,-8,15,0.4,7,0,0,0,6,0,0,67,10.4,730,9:29,18,51,28,16,63.6,harkija01
365,Thomas Harley,20,DAL,D,34,1,3,4,-4,6,0.9,1,0,0,0,3,0,0,36,2.8,465,13:41,30,30,0,0,,harleth01
366,Ben Harpur,27,NSH,D,19,0,1,1,-10,27,-0.4,0,0,0,0,1,0,0,13,0.0,261,13:44,21,36,0,0,,harpube01
367,Scott Harrington,28,CBJ,D,7,0,1,1,-4,6,-0.1,0,0,0,0,1,0,0,5,0.0,101,14:28,9,8,0,0,,harrisc01
368,Jordan Harris,21,MTL,D,10,1,0,1,3,8,0.5,1,0,0,0,0,0,0,9,11.1,163,16:17,11,10,0,0,,harrijo01
369,Ryan Hartman,27,MIN,RW,82,34,31,65,31,95,7.6,33,1,0,7,24,7,0,239,14.2,1491,18:11,48,72,513,631,44.8,hartmry01
370,Rafaël Harvey-Pinard,23,MTL,LW,4,1,0,1,-2,0,0.0,1,0,0,0,0,0,0,6,16.7,52,13:05,3,12,0,1,0.0,harvera01
371,Santeri Hatakka,21,SJS,D,9,0,2,2,-5,2,0.0,0,0,0,0,2,0,0,3,0.0,114,12:38,7,5,0,0,,hataksa01
372,Garnet Hathaway,30,WSH,RW,76,14,12,26,19,57,2.9,14,0,0,4,11,0,1,124,11.3,1018,13:23,62,250,10,18,35.7,hathaga01
373,Erik Haula,30,BOS,LW,78,18,26,44,19,47,4.9,16,2,0,3,24,2,0,141,12.8,1177,15:06,36,129,434,372,53.8,haulaer01
374,John Hayden,26,BUF,C,55,2,2,4,-12,84,-0.7,2,0,0,0,2,0,0,65,3.1,597,10:51,24,104,2,7,22.2,haydejo01
375,Kevin Hayes,29,PHI,RW,48,10,21,31,-20,26,2.0,8,2,0,1,18,2,1,126,7.9,860,17:55,12,36,260,347,42.8,hayeske01
376,Zack Hayes,22,VEG,D,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,33,10:53,1,12,0,0,,hayesza01
377,Barrett Hayton,21,ARI,C,60,10,14,24,-8,20,1.4,8,2,0,1,11,3,0,82,12.2,967,16:07,33,84,415,447,48.1,haytoba01
378,Dillon Heatherington,26,OTT,D,9,0,0,0,-1,7,0.1,0,0,0,0,0,0,0,4,0.0,111,12:20,2,18,0,0,,heathdi01
379,Victor Hedman,31,TBL,D,82,20,65,85,26,36,13.6,14,6,0,6,33,32,0,219,9.1,2056,25:05,129,93,0,0,,hedmavi01
380,Danton Heinen,26,PIT,C,76,18,15,33,6,16,3.5,15,3,0,1,14,1,0,138,13.0,966,12:43,33,66,0,4,0.0,heineda01
381,Ville Heinola,20,WPG,D,12,0,5,5,-2,10,0.5,0,0,0,0,5,0,0,25,0.0,179,14:54,7,9,0,0,,heinovi01
382,Miro Heiskanen,22,DAL,D,70,5,31,36,3,24,6.6,2,3,0,1,23,8,0,156,3.2,1742,24:53,92,52,0,0,,heiskmi01
383,Darren Helm,35,COL,C,68,7,8,15,-5,14,0.6,6,0,1,1,7,0,1,93,7.5,717,10:33,27,114,103,130,44.2,helmda01
384,Adam Henrique,31,ANA,C,58,19,23,42,-2,14,4.4,13,6,0,0,18,5,0,141,13.5,1010,17:25,47,22,276,221,55.5,henriad01
385,Aleksi Heponiemi,23,FLA,C,6,0,1,1,-6,2,-0.3,0,0,0,0,0,1,0,7,0.0,84,14:02,1,0,2,4,33.3,heponal01
386,Tomas Hertl,28,SJS,C,82,30,34,64,-9,30,6.6,24,6,0,6,23,10,1,205,14.6,1635,19:56,57,105,769,697,52.5,hertlto01
387,Thomas Hickey,32,NYI,D,2,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,0,,39,19:29,3,2,0,0,,hicketh01
388,Matthew Highmore,25,VAN,LW,46,5,7,12,1,14,0.8,4,1,0,0,7,0,0,61,8.2,584,12:42,38,41,3,5,37.5,highmma01
389,Cameron Hillis,21,MTL,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,10,10:15,0,0,2,2,50.0,hillica01
390,Vinnie Hinostroza,27,BUF,C,62,13,12,25,-11,24,2.1,12,1,0,2,12,0,0,92,14.1,860,13:52,13,25,12,16,42.9,hinosvi01
391,Roope Hintz,25,DAL,LW,80,37,35,72,15,28,8.9,25,9,3,7,19,15,1,213,17.4,1443,18:02,53,82,357,317,53.0,hintzro01
392,Taro Hirose,25,DET,LW,15,1,3,4,-5,4,0.0,0,1,0,0,2,1,0,10,10.0,160,10:40,2,9,1,1,50.0,hirosta01
393,Nico Hischier,23,NJD,C,70,21,39,60,-1,17,5.6,17,4,0,2,29,8,2,153,13.7,1354,19:21,48,50,730,672,52.1,hischni01
394,Hayden Hodgson,25,PHI,RW,6,1,2,3,-1,11,0.2,1,0,0,0,2,0,0,10,10.0,79,13:12,2,12,1,1,50.0,hodgsha01
395,Mike Hoffman,32,MTL,C,67,15,20,35,-24,32,2.2,11,4,0,3,11,9,0,154,9.7,1142,17:03,29,27,12,8,60.0,hoffmmi02
396,Gregory Hofmann,29,CBJ,C,24,2,5,7,6,8,0.6,2,0,0,2,5,0,0,33,6.1,300,12:30,10,23,0,8,0.0,hofmagr01
397,Linus Hogberg,23,PHI,D,5,0,2,2,0,2,0.3,0,0,0,0,2,0,0,3,0.0,85,17:04,8,0,0,0,,hogbeli01
398,Nils Hoglander,21,VAN,LW,60,10,8,18,-6,24,1.3,9,1,0,0,6,2,0,132,7.6,785,13:05,16,41,0,1,0.0,hoglani01
399,Nick Holden,34,OTT,D,76,5,14,19,0,12,4.2,5,0,0,1,14,0,0,75,6.7,1509,19:51,112,115,0,1,0.0,holdeni01
400,Justin Holl,30,TOR,D,69,3,20,23,14,41,4.1,2,0,1,1,18,0,2,64,4.7,1394,20:12,104,129,0,0,,hollju01
401,Alexander Holtz,20,NJD,RW,9,0,2,2,-5,2,-0.2,0,0,0,0,1,1,0,12,0.0,110,12:16,2,5,0,0,,holtzal01
402,Patric Hornqvist,35,FLA,RW,65,11,17,28,-5,19,1.8,8,3,0,0,13,4,0,165,6.7,824,12:40,23,112,8,13,38.1,hornqpa01
403,Bo Horvat,26,VAN,C,70,31,21,52,3,40,6.0,17,13,1,4,15,6,0,194,16.0,1366,19:31,45,96,841,634,57.0,horvabo01
404,Brett Howden,23,VEG,C,47,9,11,20,9,12,2.3,9,0,0,2,9,0,2,39,23.1,501,10:39,36,62,140,151,48.1,howdebr01
405,Filip Hronek,24,DET,D,78,5,33,38,-29,36,3.7,3,2,0,0,28,5,0,133,3.8,1718,22:02,81,70,0,0,,hronefi01
406,Jonathan Huberdeau,28,FLA,LW,80,30,85,115,35,54,11.9,22,5,3,7,50,33,2,222,13.5,1554,19:25,28,99,18,36,33.3,huberjo01
407,Jack Hughes,20,NJD,C,49,26,30,56,-16,0,5.8,20,6,0,2,22,8,0,165,15.8,959,19:34,15,6,122,231,34.6,hugheja03
408,Quinn Hughes,22,VAN,D,76,8,60,68,10,28,10.1,8,0,0,1,27,31,2,150,5.3,1919,25:15,56,19,0,0,,hughequ01
409,Brad Hunt,33,VAN,D,50,3,14,17,-3,12,2.5,3,0,0,0,12,2,0,67,4.5,763,15:15,48,22,0,0,,huntbr01
410,Dryden Hunt,26,NYR,LW,76,6,11,17,-10,52,0.4,6,0,0,2,11,0,0,94,6.4,934,12:17,17,153,5,15,25.0,huntdr01
411,Ben Hutton,28,VEG,D,58,3,10,13,7,32,2.7,3,0,0,0,10,0,0,78,3.8,897,15:28,72,49,0,0,,huttobe01
412,Grant Hutton,26,NYI,D,16,1,0,1,-1,4,0.4,1,0,0,0,0,0,0,22,4.5,227,14:11,12,15,0,0,,huttogr01
413,Zach Hyman,29,EDM,C,76,27,27,54,-9,36,4.8,21,5,1,4,19,5,3,213,12.7,1479,19:28,31,74,41,44,48.2,hymanza01
414,Alex Iafallo,28,LAK,C,79,17,20,37,4,8,3.3,13,3,1,2,16,3,1,215,7.9,1462,18:30,53,48,15,17,46.9,iafalal01
415,Bokondji Imama,25,ARI,LW,4,1,0,1,-2,5,0.1,1,0,0,0,0,0,0,3,33.3,18,4:31,0,10,0,0,,imamabo01
416,Matt Irwin,34,WSH,D,17,1,3,4,0,6,0.7,1,0,0,0,3,0,0,29,3.4,215,12:39,21,36,0,0,,irwinma01
417,Mark Jankowski,27,BUF,C,19,2,3,5,2,4,0.4,2,0,0,1,3,0,0,14,14.3,259,13:39,8,5,86,93,48.0,jankoma01
418,Mattias Janmark,29,VEG,C,67,9,16,25,3,21,1.8,7,0,2,1,15,0,1,89,10.1,961,14:21,28,19,11,16,40.7,janmama02
419,Calle Jarnkrok,30,TOT,C,66,12,18,30,-14,6,1.9,10,2,0,1,14,4,0,101,11.9,1058,16:02,17,38,239,228,51.2,jarnkca01
419,Calle Jarnkrok,30,SEA,C,49,12,14,26,-15,2,1.9,10,2,0,1,11,3,0,82,14.6,823,16:48,14,28,129,132,49.4,jarnkca01
419,Calle Jarnkrok,30,CGY,C,17,0,4,4,1,4,0.0,0,0,0,0,3,1,0,19,0.0,235,13:50,3,10,110,96,53.4,jarnkca01
420,Christian Jaros,25,NJD,D,11,0,0,0,-4,2,-0.2,0,0,0,0,0,0,0,9,0.0,121,11:01,10,21,0,0,,jarosch01
421,Seth Jarvis,19,CAR,C,68,17,23,40,11,18,4.3,15,2,0,4,19,4,0,110,15.5,944,13:53,21,69,11,14,44.0,jarvise01
422,Dmitrij Jaskin,28,ARI,RW,12,0,1,1,-6,4,-0.4,0,0,0,0,1,0,0,23,0.0,177,14:47,9,47,5,5,50.0,jaskidm01
423,Tanner Jeannot,24,NSH,F,81,24,17,41,2,130,4.1,21,2,1,5,16,1,0,124,19.4,1295,15:59,64,318,10,14,41.7,jeannta01
424,Jan Jenik,21,ARI,RW,13,2,1,3,-6,11,0.0,2,0,0,1,1,0,0,22,9.1,139,10:41,4,25,8,11,42.1,jenikja01
425,Boone Jenner,28,CBJ,C,59,23,21,44,-11,22,3.9,15,8,0,3,19,2,0,160,14.4,1207,20:28,56,80,642,556,53.6,jennebo01
426,Nick Jensen,31,WSH,D,76,5,16,21,32,21,6.0,5,0,0,1,16,0,0,88,5.7,1470,19:21,92,135,0,0,,jenseni02
427,Lucas Johansen,24,WSH,D,1,0,1,1,1,0,0.2,0,0,0,0,1,0,0,0,,12,12:18,0,0,0,0,,johanlu01
428,Ryan Johansen,29,NSH,C,79,26,37,63,-2,53,6.2,15,11,0,6,24,13,0,118,22.0,1309,16:34,35,72,691,622,52.6,johanry01
429,Marcus Johansson,31,TOT,C,69,9,20,29,-26,4,1.1,6,3,0,2,13,7,0,111,8.1,1113,16:08,26,31,41,57,41.8,johanma03
429,Marcus Johansson,31,SEA,C,51,6,17,23,-22,4,0.8,3,3,0,1,11,6,0,81,7.4,846,16:35,18,17,31,49,38.8,johanma03
429,Marcus Johansson,31,WSH,C,18,3,3,6,-4,0,0.3,3,0,0,1,2,1,0,30,10.0,267,14:51,8,14,10,8,55.6,johanma03
430,Erik Johnson,33,COL,D,77,8,17,25,22,24,5.3,7,0,1,1,15,1,1,139,5.8,1330,17:17,136,165,0,0,,johnser01
431,Jack Johnson,35,COL,D,74,1,8,9,5,42,1.9,1,0,0,0,7,0,1,57,1.8,1239,16:45,68,91,0,0,,johnsja02
432,Kent Johnson,19,CBJ,C,9,0,3,3,2,2,0.2,0,0,0,0,1,2,0,5,0.0,112,12:27,1,4,0,0,,johnske01
433,Reese Johnson,23,CHI,F,37,1,5,6,-13,16,-0.4,1,0,0,0,5,0,0,24,4.2,393,10:38,14,141,107,105,50.5,johnsre01
434,Tyler Johnson,31,CHI,C,26,3,4,7,-8,12,0.2,3,0,0,0,2,2,0,30,10.0,337,12:59,7,37,31,20,60.8,johnsty01
435,Andreas Johnsson,27,NJD,LW,71,13,22,35,4,30,3.1,12,1,0,0,22,0,0,114,11.4,1020,14:22,22,64,4,10,28.6,johnsan01
436,Ross Johnston,27,NYI,LW,32,2,5,7,-3,44,0.3,2,0,0,0,5,0,0,9,22.2,329,10:16,16,90,0,1,0.0,johnsro02
437,Henri Jokiharju,22,BUF,D,60,3,16,19,-8,20,3.1,3,0,0,0,12,4,0,83,3.6,1313,21:53,60,73,0,0,,jokihhe01
438,Ben Jones,22,VEG,F,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,16,8:03,1,4,0,0,,jonesbe01
439,Caleb Jones,24,CHI,D,51,5,10,15,-3,18,2.9,5,0,0,1,9,1,0,57,8.8,853,16:43,58,77,0,0,,jonesca01
440,Max Jones,23,ANA,LW,2,0,0,0,-1,15,-0.1,0,0,0,0,0,0,0,2,0.0,20,9:54,0,2,1,1,50.0,jonesma03
441,Seth Jones,27,CHI,D,78,5,46,51,-37,28,5.4,5,0,0,0,26,19,1,194,2.6,2045,26:13,155,99,0,0,,jonesse01
442,Zachary Jones,21,NYR,D,12,0,2,2,-7,0,-0.1,0,0,0,0,2,0,0,8,0.0,182,15:10,13,4,0,0,,jonesza01
443,Axel Jonsson Fjällby,23,WSH,LW,23,2,2,4,0,4,0.2,2,0,0,0,2,0,0,29,6.9,257,11:11,8,18,1,3,25.0,jonssax01
444,Mathieu Joseph,24,TOT,RW,69,12,18,30,12,29,2.8,10,0,2,3,16,0,2,86,14.0,980,14:12,27,106,20,28,41.7,josepma01
444,Mathieu Joseph,24,TBL,RW,58,8,10,18,4,23,1.2,6,0,2,2,9,0,1,67,11.9,795,13:42,20,85,18,26,40.9,josepma01
444,Mathieu Joseph,24,OTT,RW,11,4,8,12,8,6,1.6,4,0,0,1,7,0,1,19,21.1,185,16:50,7,21,2,2,50.0,josepma01
445,Pierre-Olivier Joseph,22,PIT,D,4,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,7,0.0,73,18:14,4,6,0,0,,joseppi01
446,Dakota Joshua,25,STL,C,30,3,5,8,6,16,0.8,3,0,0,2,5,0,0,31,9.7,255,8:30,10,77,40,35,53.3,joshuda01
447,Roman Josi,31,NSH,D,80,23,73,96,13,46,13.9,12,11,0,2,47,26,0,281,8.2,2044,25:33,133,66,0,0,,josiro01
448,Tyson Jost,23,TOT,C,80,8,12,20,2,34,0.7,8,0,0,2,11,0,1,97,8.2,1026,12:49,37,55,172,254,40.4,jostty01
448,Tyson Jost,23,COL,C,59,6,8,14,2,30,0.5,6,0,0,0,7,0,1,76,7.9,756,12:49,29,44,118,182,39.3,jostty01
448,Tyson Jost,23,MIN,C,21,2,4,6,0,4,0.2,2,0,0,2,4,0,0,21,9.5,270,12:51,8,11,54,72,42.9,jostty01
449,Olli Juolevi,23,TOT,D,18,0,0,0,-1,6,0.0,0,0,0,0,0,0,0,18,0.0,230,12:45,10,14,0,0,,juoleol01
449,Olli Juolevi,23,FLA,D,10,0,0,0,0,2,0.0,0,0,0,0,0,0,0,9,0.0,125,12:27,6,9,0,0,,juoleol01
449,Olli Juolevi,23,DET,D,8,0,0,0,-1,4,0.0,0,0,0,0,0,0,0,9,0.0,105,13:08,4,5,0,0,,juoleol01
450,Noah Juulsen,24,VAN,D,8,0,2,2,-4,0,0.0,0,0,0,0,2,0,0,6,0.0,117,14:41,11,20,0,0,,juulsno01
451,Nazem Kadri,31,COL,C,71,28,59,87,13,71,8.9,20,8,0,6,38,21,0,247,11.3,1366,19:14,19,52,585,592,49.7,kadrina01
452,Kaapo Kakko,20,NYR,RW,43,7,11,18,9,10,1.7,6,1,0,2,10,1,0,62,11.3,664,15:27,15,8,1,6,14.3,kakkoka01
