Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
349,Nathan MacKinnon,27,COL,C,3,2,5,7,4,2,0.8,1,1,0,0,4,1,0,16,12.5,63,21:09,0,2,26,32,44.8,mackina01
350,Saku Maenalanen,28,WPG,RW,2,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,2,0.0,17,8:17,0,4,0,0,,maenasa01
351,Josh Mahura,24,FLA,D,3,0,0,0,2,2,0.2,0,0,0,0,0,0,0,2,0.0,43,14:18,2,2,0,0,,mahurjo01
352,Cale Makar,24,COL,D,3,0,4,4,1,4,0.3,0,0,0,0,1,3,0,8,0.0,77,25:48,4,4,0,0,,makarca01
353,Denis Malgin,26,TOR,C,4,1,0,1,2,0,0.2,1,0,0,0,0,0,0,2,50.0,45,11:18,1,3,0,0,,malgide01
354,Evgeni Malkin,36,PIT,C,3,3,1,4,4,4,0.6,2,1,0,0,0,1,0,17,17.6,54,18:01,2,0,28,15,65.1,malkiev01
355,Brad Malone,33,EDM,C,2,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,,10,4:56,0,4,1,0,100.0,malonbr01
356,Andrew Mangiapane,26,CGY,LW,2,1,1,2,3,0,0.3,1,0,0,1,0,0,1,5,20.0,31,15:41,0,1,0,0,,mangian01
357,Josh Manson,31,COL,D,3,1,0,1,0,9,0.1,1,0,0,1,0,0,0,4,25.0,50,16:40,0,9,0,0,,mansojo01
358,Anthony Mantha,28,WSH,RW,4,2,0,2,-1,5,0.2,2,0,0,1,0,0,0,8,25.0,60,15:05,1,3,0,0,,manthan01
359,Jonathan Marchessault,32,VEG,C,3,3,0,3,1,0,0.5,2,1,0,0,0,0,0,13,23.1,47,15:32,1,7,0,0,,audymjo01
360,Mason Marchment,27,DAL,F,3,3,2,5,2,0,0.7,2,1,0,1,2,0,0,9,33.3,46,15:14,1,4,0,0,,marchma01
361,John Marino,25,NJD,D,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,2,0.0,42,21:07,1,1,0,0,,marinjo01
362,Mitch Marner,25,TOR,RW,4,1,3,4,0,4,0.3,1,0,0,0,2,1,0,10,10.0,88,22:06,3,5,0,0,,marnemi01
363,Pat Maroon,34,TBL,LW,3,0,0,0,-3,0,-0.1,0,0,0,0,0,0,0,5,0.0,28,9:10,0,3,0,1,0.0,maroopa01
364,Matt Martin,33,NYI,LW,2,0,1,1,0,2,0.1,0,0,0,0,1,0,0,0,,19,9:22,1,9,0,1,0.0,martima02
365,Alec Martinez,35,VEG,D,3,0,0,0,0,2,0.1,0,0,0,0,0,0,0,4,0.0,60,19:55,9,0,0,0,,martial01
366,Jordan Martinook,30,CAR,LW,3,1,1,2,2,2,0.3,1,0,0,0,1,0,0,5,20.0,31,10:25,2,5,3,3,50.0,martijo01
367,Auston Matthews,25,TOR,C,4,1,1,2,1,0,0.2,1,0,0,1,0,1,0,21,4.8,84,21:01,2,14,27,27,50.0,matthau01
368,Scott Mayfield,30,NYI,D,2,2,0,2,1,2,0.4,2,0,0,0,0,0,0,5,40.0,37,18:20,4,2,0,0,,mayfisc01
369,Dysin Mayo,26,ARI,D,3,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,4,0.0,53,17:41,5,6,0,0,,mayody01
370,Jack McBain,23,ARI,C,3,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,,37,12:20,0,8,15,14,51.7,mcbaija03
371,Jared McCann,26,SEA,C,4,1,1,2,-4,0,0.0,0,1,0,0,0,1,0,8,12.5,64,15:55,1,3,2,7,22.2,mccanja01
372,Michael McCarron,27,NSH,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,10,9:38,2,4,5,7,41.7,mccarmi01
373,Connor McDavid,26,EDM,C,2,4,1,5,0,4,0.7,1,3,0,1,0,1,0,9,44.4,47,23:35,1,7,9,10,47.4,mcdavco01
374,Ryan McDonagh,33,NSH,D,4,0,2,2,0,0,0.3,0,0,0,0,2,0,0,3,0.0,83,20:51,7,3,0,0,,mcdonry01
375,Brock McGinn,28,PIT,LW,3,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,1,0.0,36,11:59,0,6,0,1,0.0,mcginbr01
376,Michael McLeod,24,NJD,C,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,14,7:12,0,2,8,10,44.4,mcleomi01
377,Ryan McLeod,23,EDM,C,2,1,0,1,0,2,0.1,1,0,0,0,0,0,0,1,100.0,29,14:24,0,1,9,7,56.3,mcleory01
378,Brayden McNabb,32,VEG,D,3,0,0,0,2,0,0.2,0,0,0,0,0,0,0,5,0.0,61,20:27,7,4,0,0,,mcnabbr01
379,Mason Mctavish,20,ANA,C,3,0,2,2,-2,4,0.0,0,0,0,0,1,1,0,6,0.0,44,14:42,0,1,1,0,100.0,mctavma01
380,Jaycob Megna,30,SJS,D,3,0,1,1,-1,2,0.1,0,0,0,0,1,0,0,3,0.0,42,14:05,3,2,0,0,,megnaja02
381,Timo Meier,26,SJS,RW,4,0,1,1,-3,0,0.0,0,0,0,0,1,0,0,19,0.0,78,19:28,0,12,1,1,50.0,meierti01
382,Dawson Mercer,21,NJD,C,2,0,1,1,-3,4,0.0,0,0,0,0,0,1,0,11,0.0,34,17:06,1,2,5,5,50.0,merceda01
383,Ben Meyers,24,COL,F,3,1,0,1,1,0,0.2,1,0,0,0,0,0,0,2,50.0,24,7:53,0,3,0,1,0.0,meyerbe01
384,Jacob Middleton,27,MIN,D,3,1,1,2,1,4,0.4,1,0,0,0,1,0,0,6,16.7,57,19:05,7,3,0,0,,middlja01
385,Niko Mikkola,26,STL,D,1,0,0,0,1,2,0.1,0,0,0,0,0,0,0,1,0.0,12,12:23,2,1,0,0,,mikkoni01
386,Colin Miller,30,DAL,D,3,0,0,0,3,8,0.2,0,0,0,0,0,0,0,1,0.0,53,17:33,3,3,0,0,,milleco02
387,J.T. Miller,29,VAN,C,3,2,1,3,-2,2,0.2,1,1,0,0,0,1,0,5,40.0,61,20:26,1,6,21,19,52.5,millejt01
388,K'Andre Miller,23,NYR,D,4,0,2,2,3,2,0.4,0,0,0,0,1,0,1,9,0.0,88,21:55,4,8,0,0,,milleka01
389,Casey Mittelstadt,24,BUF,C,2,0,0,0,2,2,0.0,0,0,0,0,0,0,0,6,0.0,38,18:55,1,0,18,13,58.1,mitteca01
390,Sean Monahan,28,MTL,C,4,1,1,2,0,2,0.2,1,0,0,0,0,1,0,12,8.3,75,18:43,0,2,33,19,63.5,monahse01
391,Brandon Montour,28,FLA,D,2,1,0,1,0,2,0.2,0,1,0,1,0,0,0,4,25.0,47,23:20,5,1,0,0,,montobr01
392,Trevor Moore,27,LAK,LW,4,0,3,3,-1,0,0.0,0,0,0,0,3,0,0,15,0.0,75,18:47,1,2,0,2,0.0,mooretr01
393,Josh Morrissey,27,WPG,D,2,0,1,1,2,2,0.3,0,0,0,0,1,0,0,1,0.0,42,20:46,2,2,0,0,,morrijo04
394,J.J. Moser,22,ARI,D,3,0,3,3,-2,2,0.2,0,0,0,0,0,3,0,1,0.0,73,24:27,6,4,0,0,,moserja01
395,Tyler Motte,27,OTT,C,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,5,0.0,32,16:03,5,6,1,3,25.0,mottety01
396,Connor Murphy,29,CHI,D,3,0,0,0,0,4,0.0,0,0,0,0,0,0,0,4,0.0,59,19:30,9,8,0,0,,murphco02
397,Ryan Murray,29,EDM,D,2,0,1,1,-3,0,-0.1,0,0,0,0,1,0,0,2,0.0,32,15:55,3,3,0,0,,murrary01
398,Jake Muzzin,33,TOR,D,4,0,1,1,0,2,0.2,0,0,0,0,1,0,0,8,0.0,67,16:43,10,11,0,0,,muzzija01
399,Philippe Myers,26,TBL,D,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,6,0.0,40,13:26,2,7,0,0,,myersph01
400,Vladislav Namestnikov,30,TBL,C,3,0,2,2,1,2,0.1,0,0,0,0,1,1,0,4,0.0,35,11:32,2,5,5,15,25.0,namesvl01
401,Martin Necas,24,CAR,C,3,2,3,5,5,4,0.7,2,0,0,0,3,0,0,9,22.2,55,18:18,0,0,6,7,46.2,necasma01
402,Jake Neighbours,20,STL,LW,1,1,0,1,1,0,0.2,1,0,0,0,0,0,0,1,100.0,13,13:26,0,4,0,0,,neighja01
403,Brock Nelson,31,NYI,C,2,0,2,2,1,2,0.1,0,0,0,0,1,1,0,3,0.0,37,18:29,4,1,27,16,62.8,nelsobr01
404,Alex Newhook,22,COL,C,3,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,3,0.0,40,13:12,0,3,7,16,30.4,newhoal01
405,Valeri Nichushkin,27,COL,RW,3,4,2,6,-1,0,0.7,0,3,1,0,1,1,0,11,36.4,64,21:20,3,3,0,0,,nichuva01
406,Nino Niederreiter,30,NSH,RW,4,4,0,4,2,2,0.6,3,1,0,1,0,0,0,10,40.0,63,15:48,0,10,0,0,,niedeni01
407,Matthew Nieto,30,SJS,LW,4,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,0.0,55,13:47,1,3,0,0,,nietoma01
408,Stefan Noesen,29,CAR,RW,2,0,2,2,1,2,0.2,0,0,0,0,1,1,0,7,0.0,18,8:56,1,2,0,0,,noesest01
409,Joshua Norris,23,OTT,C,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,38,18:58,2,3,10,10,50.0,norrijo01
410,Tomas Nosek,30,BOS,C,3,0,0,0,1,4,-0.1,0,0,0,0,0,0,0,2,0.0,43,14:28,0,6,21,12,63.6,nosekto01
411,Ryan Nugent-Hopkins,29,EDM,C,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,4,0.0,39,19:34,0,3,21,19,52.5,nugenry01
412,Darnell Nurse,27,EDM,D,2,1,1,2,1,2,0.4,0,0,1,0,0,1,0,2,50.0,49,24:44,9,5,0,0,,nurseda01
413,William Nylander,26,TOR,C,4,3,1,4,0,0,0.5,1,2,0,0,1,0,0,18,16.7,73,18:21,1,4,5,5,50.0,nylanwi01
414,Gustav Nyquist,33,CBJ,RW,3,2,0,2,-2,0,0.2,2,0,0,0,0,0,0,7,28.6,50,16:32,1,2,0,1,0.0,nyquigu01
415,Liam O'Brien,28,ARI,C,3,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0,,36,12:01,0,11,1,0,100.0,obrieli01
416,Logan O'Connor,26,COL,RW,3,0,0,0,2,4,0.0,0,0,0,0,0,0,0,3,0.0,41,13:36,0,7,0,0,,oconnlo01
417,Ryan O'Reilly,31,STL,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,16,15:42,0,0,6,8,42.9,oreilry01
418,Kyle Okposo,34,BUF,RW,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,2,0.0,30,15:10,0,2,0,2,0.0,okposky01
419,Jamie Oleksiak,30,SEA,D,4,0,0,0,-2,4,0.0,0,0,0,0,0,0,0,2,0.0,75,18:49,6,17,0,0,,oleksja01
420,Mathieu Olivier,25,CBJ,F,3,0,1,1,1,0,0.1,0,0,0,0,1,0,0,3,0.0,29,9:50,3,10,0,1,0.0,olivima01
421,Victor Olofsson,27,BUF,RW,2,2,0,2,2,0,0.4,2,0,0,0,0,0,0,7,28.6,31,15:23,0,0,0,0,,olofsvi01
422,Dmitry Orlov,31,WSH,D,4,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,9,0.0,84,20:53,3,16,0,0,,orlovdm01
423,T.J. Oshie,36,WSH,C,4,1,2,3,1,0,0.3,0,1,0,0,2,0,0,9,11.1,75,18:38,2,10,6,4,60.0,oshietj01
424,Alex Ovechkin,37,WSH,LW,4,2,3,5,-2,0,0.4,1,1,0,0,2,1,0,17,11.8,80,19:59,2,18,0,0,,ovechal01
425,Jean-Gabriel Pageau,30,NYI,C,2,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,5,0.0,32,16:14,3,5,27,20,57.4,pageaje01
426,Ondrej Palat,31,NJD,LW,2,0,0,0,-5,0,-0.2,0,0,0,0,0,0,0,1,0.0,36,17:46,0,5,0,0,,palaton01
427,Kyle Palmieri,31,NYI,RW,2,0,0,0,2,0,0.0,0,0,0,0,0,0,0,3,0.0,31,15:38,0,2,2,1,66.7,palmiky01
428,Artemi Panarin,31,NYR,LW,4,2,8,10,-1,2,0.8,2,0,0,1,3,5,0,10,20.0,77,19:09,1,3,0,0,,panarar01
429,Colton Parayko,29,STL,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,24,24:01,0,1,0,0,,parayco01
430,Zach Parise,38,NYI,LW,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,6,0.0,30,15:08,2,0,0,1,0.0,parisza01
431,David Pastrnak,26,BOS,RW,3,2,3,5,1,2,0.5,2,0,0,0,2,1,0,19,10.5,58,19:19,0,0,1,2,33.3,pastrda01
432,Nick Paul,27,TBL,LW,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,5,0.0,58,19:20,3,4,15,18,45.5,paulni01
433,Joe Pavelski,38,DAL,C,3,1,2,3,4,0,0.4,1,0,0,0,2,0,0,7,14.3,44,14:34,2,4,12,12,50.0,paveljo01
434,Tanner Pearson,30,VAN,LW,3,0,2,2,-2,6,0.0,0,0,0,0,2,0,0,5,0.0,43,14:26,1,2,3,3,50.0,pearsta01
435,Andrew Peeke,24,CBJ,D,3,0,0,0,-3,0,-0.1,0,0,0,0,0,0,0,3,0.0,59,19:44,5,2,0,0,,peekean01
436,Adam Pelech,28,NYI,D,2,0,0,0,2,4,0.2,0,0,0,0,0,0,0,3,0.0,41,20:22,3,4,0,0,,pelecad01
437,Cole Perfetti,21,WPG,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,31,15:30,2,1,0,0,,perfeco01
438,David Perron,34,DET,LW,3,3,1,4,1,2,0.5,2,1,0,1,1,0,0,10,30.0,47,15:38,2,4,0,0,,perroda01
439,Corey Perry,37,TBL,RW,3,1,1,2,-2,0,0.1,0,1,0,0,1,0,0,6,16.7,38,12:45,0,3,0,0,,perryco01
440,Brett Pesce,28,CAR,D,3,0,1,1,7,2,0.6,0,0,0,0,1,0,0,6,0.0,64,21:22,7,0,0,0,,pescebr01
441,John-Jason Peterka,21,BUF,RW,2,1,1,2,0,2,0.2,1,0,0,0,1,0,0,4,25.0,22,11:05,0,0,0,0,,peterjo01
442,Jeff Petry,35,PIT,D,3,0,1,1,2,8,0.2,0,0,0,0,1,0,0,6,0.0,66,22:08,9,9,0,0,,petryje01
443,Elias Pettersson,24,VAN,C,3,2,2,4,0,0,0.4,2,0,0,0,1,1,0,11,18.2,58,19:19,2,4,14,16,46.7,petteel01
444,Marcus Pettersson,26,PIT,D,3,0,2,2,1,4,0.2,0,0,0,0,2,0,0,4,0.0,56,18:50,3,12,0,0,,pettema01
445,Alex Pietrangelo,33,VEG,D,3,0,3,3,1,0,0.4,0,0,0,0,1,2,0,6,0.0,69,23:03,5,4,0,0,,pietral01
446,Shane Pinto,22,OTT,C,2,1,0,1,-4,0,0.0,0,1,0,0,0,0,0,5,20.0,29,14:20,0,3,8,9,47.1,pintosh01
447,Neal Pionk,27,WPG,D,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,6,0.0,45,22:21,3,3,0,0,,pionkne01
448,Rem Pitlick,25,MTL,C,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,0,,24,12:09,1,0,1,4,20.0,pitlire01
449,Vasily Podkolzin,21,VAN,RW,3,0,1,1,1,0,0.0,0,0,0,0,1,0,0,4,0.0,40,13:26,3,3,0,0,,podkova01
450,Ryan Poehling,24,PIT,C,3,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,3,0.0,36,11:56,2,2,19,18,51.4,poehlry01
451,Brayden Point,26,TBL,C,3,1,1,2,-1,0,0.1,1,0,0,0,0,1,0,8,12.5,63,20:58,1,2,10,25,28.6,pointbr01
452,Tucker Poolman,29,VAN,D,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,24,11:46,1,2,0,0,,poolmtu01
453,Owen Power,20,BUF,D,2,0,0,0,2,0,0.1,0,0,0,0,0,0,0,0,,41,20:42,1,0,0,0,,powerow01
454,Aliaksei Protas,22,WSH,C,4,0,0,0,1,0,0.0,0,0,0,0,0,0,0,7,0.0,47,11:40,0,2,0,0,,protaal01
455,Ivan Provorov,26,PHI,D,2,0,3,3,5,0,0.6,0,0,0,0,3,0,0,9,0.0,46,22:52,11,9,0,0,,provoiv01
456,Jesse Puljujarvi,24,EDM,RW,2,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,3,0.0,25,12:16,2,8,0,0,,puljuje01
457,Ryan Pulock,28,NYI,D,2,0,1,1,3,0,0.3,0,0,0,0,1,0,0,7,0.0,37,18:36,5,4,0,0,,pulocry01
458,Jack Quinn,21,BUF,RW,2,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,,21,10:29,0,3,1,0,100.0,quinnja01
459,Taylor Raddysh,24,CHI,RW,3,1,1,2,2,0,0.3,1,0,0,0,1,0,0,5,20.0,44,14:41,1,3,0,0,,raddyta01
460,Rickard Rakell,29,PIT,RW,3,1,0,1,4,0,0.2,1,0,0,0,0,0,0,12,8.3,53,17:42,4,3,2,0,100.0,rakelri01
461,Mikko Rantanen,26,COL,RW,3,1,5,6,1,2,0.5,1,0,0,0,0,5,0,7,14.3,61,20:22,0,1,6,11,35.3,rantami01
462,Michael Rasmussen,23,DET,C,3,1,2,3,1,2,0.3,1,0,0,0,2,0,0,5,20.0,41,13:42,6,10,16,19,45.7,rasmumi01
463,Lucas Raymond,20,DET,LW,3,0,2,2,4,6,0.2,0,0,0,0,2,0,0,8,0.0,62,20:36,0,1,0,0,,raymolu01
464,Ryan Reaves,36,NYR,RW,4,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,0,,30,7:37,4,13,0,1,0.0,reavery01
465,Pavol Regenda,23,ANA,F,3,0,2,2,0,0,0.1,0,0,0,0,2,0,0,3,0.0,32,10:50,2,2,1,1,50.0,regenpa01
466,Alec Regula,22,CHI,D,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,17,17:15,2,1,0,0,,regulal01
467,Mike Reilly,29,BOS,D,3,0,1,1,1,0,0.1,0,0,0,0,1,0,0,3,0.0,54,18:03,5,5,0,0,,reillmi01
468,Sam Reinhart,27,FLA,C,3,0,1,1,-2,0,-0.1,0,0,0,0,0,1,0,10,0.0,65,21:35,2,0,1,2,33.3,reinhsa01
469,Dan Renouf,28,BOS,D,1,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,5,0.0,12,11:34,2,1,0,0,,renouda01
470,Morgan Rielly,28,TOR,D,4,0,4,4,-5,0,0.2,0,0,0,0,2,2,0,8,0.0,91,22:38,2,4,0,0,,riellmo01
471,Brett Ritchie,29,CGY,RW,2,1,0,1,2,2,0.2,1,0,0,0,0,0,0,2,50.0,20,9:56,0,4,0,0,,ritchbr01
472,Nick Ritchie,27,ARI,LW,3,3,1,4,-1,8,0.5,0,3,0,0,0,1,0,7,42.9,46,15:30,0,5,0,1,0.0,ritchni01
473,Jason Robertson,23,DAL,LW,3,1,4,5,4,0,0.6,1,0,0,0,3,1,0,13,7.7,48,15:52,0,3,0,0,,roberja01
474,Buddy Robinson,31,CHI,RW,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,11,11:03,0,3,0,0,,robinbu01
475,Eric Robinson,27,CBJ,LW,3,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,4,0.0,40,13:12,2,8,0,2,0.0,robiner01
476,Evan Rodrigues,29,COL,C,3,0,0,0,-3,6,-0.2,0,0,0,0,0,0,0,8,0.0,47,15:37,0,4,7,1,87.5,rodriev01
477,Alexander Romanov,23,NYI,D,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,2,0.0,42,20:46,14,6,0,0,,romanal01
478,Kevin Rooney,29,CGY,C,2,0,1,1,2,0,0.1,0,0,0,0,1,0,0,1,0.0,19,9:37,0,8,7,5,58.3,rooneke01
479,Filip Roos,24,CHI,D,3,0,0,0,1,0,0.1,0,0,0,0,0,0,0,2,0.0,49,16:15,3,5,0,0,,roosfi01
480,Jack Roslovic,26,CBJ,C,3,0,0,0,-3,0,-0.1,0,0,0,0,0,0,0,5,0.0,45,14:53,0,3,17,15,53.1,rosloja01
481,Marco Rossi,21,MIN,C,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,0,,15,7:29,0,0,5,3,62.5,rossima01
482,Matt Roy,27,LAK,D,4,1,1,2,-2,0,0.1,1,0,0,0,1,0,0,6,16.7,80,19:58,13,8,0,0,,royma04
483,Nicolas Roy,25,VEG,C,3,0,2,2,0,0,0.1,0,0,0,0,0,2,0,5,0.0,47,15:46,2,3,22,20,52.4,royni01
484,Bryan Rust,30,PIT,RW,3,2,3,5,3,0,0.5,1,1,0,0,2,1,0,11,18.2,49,16:27,1,4,0,0,,rustbr01
485,Jan Rutta,32,PIT,D,3,0,0,0,3,2,0.2,0,0,0,0,0,0,0,2,0.0,48,16:09,2,2,0,0,,ruttaja02
486,Derek Ryan,36,EDM,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,19,9:30,0,2,5,6,45.5,ryande01
487,Brandon Saad,30,STL,LW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,14,14:23,0,0,0,0,,saadbr01
488,Robin Salo,24,NYI,D,2,2,0,2,2,4,0.5,2,0,0,0,0,0,0,4,50.0,29,14:17,2,0,0,0,,saloro01
489,Mattias Samuelsson,22,BUF,D,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,4,0.0,40,19:48,5,0,0,0,,samuema02
490,Jake Sanderson,20,OTT,D,2,0,1,1,-1,0,0.1,0,0,0,0,0,1,0,2,0.0,43,21:31,2,5,0,0,,sandeja01
491,Rasmus Sandin,22,TOR,D,4,0,1,1,2,2,0.3,0,0,0,0,1,0,0,3,0.0,59,14:43,3,10,0,0,,sandira01
492,Zach Sanford,28,NSH,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,9,9:28,0,1,0,0,,sanfoza01
493,Travis Sanheim,26,PHI,D,2,0,0,0,1,0,0.1,0,0,0,0,0,0,0,2,0.0,41,20:29,5,2,0,0,,sanhetr01
494,David Savard,32,MTL,D,4,0,1,1,-3,0,0.1,0,0,0,0,1,0,0,3,0.0,93,23:14,23,4,0,0,,savarda01
495,Mark Scheifele,29,WPG,C,2,3,0,3,0,0,0.4,2,1,0,0,0,0,0,9,33.3,41,20:22,3,4,20,16,55.6,scheima01
496,Brayden Schenn,31,STL,C,1,0,2,2,2,0,0.2,0,0,0,0,2,0,0,1,0.0,15,14:53,1,1,2,7,22.2,schenbr01
497,Luke Schenn,33,VAN,D,3,0,1,1,3,2,0.2,0,0,0,0,1,0,0,6,0.0,58,19:10,7,16,0,0,,schenlu01
498,Nick Schmaltz,26,ARI,C,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,2,2:26,0,0,0,0,,schmani01
499,Nate Schmidt,31,WPG,D,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,0.0,37,18:31,0,0,0,0,,schmina01
500,Braden Schneider,21,NYR,D,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,56,13:59,3,4,0,0,,schnebr01
501,Justin Schultz,32,SEA,D,4,1,2,3,-1,2,0.4,1,0,0,0,0,2,0,8,12.5,76,18:58,4,2,0,0,,schulju01
502,Jaden Schwartz,30,SEA,C,4,2,1,3,0,0,0.3,0,2,0,0,1,0,0,13,15.4,70,17:28,1,8,5,4,55.6,schwaja01
503,Lukas Sedlak,29,COL,C,3,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,23,7:42,4,5,4,10,28.6,sedlalu01
504,Nick Seeler,29,PHI,D,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,27,13:27,3,5,0,0,,seeleni01
505,Tyler Seguin,31,DAL,C,3,1,3,4,2,0,0.4,1,0,0,0,1,2,0,7,14.3,50,16:49,1,5,14,24,36.8,seguity01
506,Moritz Seider,21,DET,D,3,0,0,0,2,0,0.2,0,0,0,0,0,0,0,11,0.0,66,21:53,5,7,0,0,,seidemo01
507,Mikhail Sergachev,24,TBL,D,3,0,2,2,-2,4,0.1,0,0,0,0,1,1,0,6,0.0,70,23:17,10,1,0,0,,sergami01
508,Damon Severson,28,NJD,D,2,1,0,1,-4,0,0.0,1,0,0,0,0,0,0,3,33.3,43,21:27,3,1,0,0,,severda01
509,Yegor Sharangovich,24,NJD,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,28,13:45,2,0,0,0,,sharaye01
510,Kevin Shattenkirk,34,ANA,D,3,0,1,1,-2,2,-0.1,0,0,0,0,1,0,0,1,0.0,52,17:10,6,3,0,0,,shattke01
511,Mason Shaw,24,MIN,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,6,5:46,0,0,0,1,0.0,shawma01
512,Conor Sheary,30,WSH,LW,4,3,0,3,2,4,0.5,3,0,0,1,0,0,0,10,30.0,51,12:52,1,4,3,2,60.0,shearco01
513,Kiefer Sherwood,27,NSH,RW,3,1,1,2,2,2,0.3,1,0,0,0,1,0,0,2,50.0,30,10:09,0,4,0,0,,sherwki01
514,Devin Shore,28,EDM,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,7,7:04,1,2,0,0,,shorede01
515,Jonas Siegenthaler,25,NJD,D,2,0,1,1,0,0,0.2,0,0,0,0,1,0,0,2,0.0,41,20:25,2,2,0,0,,siegejo01
516,Jakob Silfverberg,32,ANA,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,25,12:30,1,0,1,2,33.3,silfvja01
517,Cole Sillinger,19,CBJ,C,3,0,0,0,-3,6,-0.1,0,0,0,0,0,0,0,2,0.0,41,13:49,1,4,13,16,44.8,sillico01
518,Radim Simek,30,SJS,D,4,0,0,0,-3,4,0.0,0,0,0,0,0,0,0,3,0.0,59,14:43,3,7,0,0,,simekra01
519,Colton Sissons,29,NSH,C,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,61,15:09,3,12,32,35,47.8,sissoco01
520,Jeff Skinner,30,BUF,LW,2,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,7,0.0,33,16:43,0,0,3,2,60.0,skinnje01
521,Brady Skjei,28,CAR,D,3,1,1,2,6,0,0.7,1,0,0,1,1,0,0,8,12.5,64,21:24,1,5,0,0,,skjeibr01
522,Juraj Slafkovsky,18,MTL,LW,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,43,10:41,1,8,0,1,0.0,slafkju01
523,Jaccob Slavin,28,CAR,D,3,0,1,1,1,0,0.2,0,0,0,0,1,0,0,2,0.0,68,22:42,3,1,0,0,,slavija01
524,Brendan Smith,33,NJD,D,2,0,0,0,-3,2,-0.1,0,0,0,0,0,0,0,2,0.0,27,13:22,3,5,0,0,,smithbr05
525,Cole Smith,27,NSH,F,4,0,1,1,1,0,0.1,0,0,0,0,1,0,0,3,0.0,44,10:55,1,5,0,2,0.0,smithco02
526,Craig Smith,33,BOS,C,3,0,1,1,-1,0,0.0,0,0,0,0,0,1,0,2,0.0,33,11:10,1,5,0,0,,smithcr01
527,Reilly Smith,31,VEG,RW,3,1,1,2,3,0,0.3,0,1,0,1,1,0,0,14,7.1,48,16:01,0,1,0,1,0.0,smithre01
